"Player","EH_ID","API ID","Season","Team","Position","Shoots","Birthday","Age","Draft Yr","Draft Rd","Draft Ov","GP","TOI","Opp #","TOI/GP","TOI%","RAPM_C±/60","RAPM_xG±/60","GAR±/60","xGAR±/60"
"Tobias Rieder","TOBIAS.RIEDER","8476356","20-21","BUF","C","L",1993-01-10,27,2011,4,114,44,461.37,166,14.25,28.43,0.89,0.032,0.23,0.25
"Toby Petersen","TOBY.PETERSEN","8467543","07-08","DAL","C","L",1978-10-27,28,1998,9,244,8,57.55,100,13.34,28.36,0.15,0.015,0.12,0.13
"Toby Petersen","TOBY.PETERSEN","8467543","08-09","DAL","C","L",1978-10-27,29,1998,9,244,57,548.32,520,13.21,28.15,0.68,0.019,0.19,0.19
"Toby Petersen","TOBY.PETERSEN","8467543","09-10","DAL","C","L",1978-10-27,30,1998,9,244,77,742.42,587,13.55,28.09,0.38,0.014,0.16,0.17
"Toby Petersen","TOBY.PETERSEN","8467543","10-11","DAL","C","L",1978-10-27,31,1998,9,244,60,494,544,13.65,28.02,0.46,0.016,0.17,0.19
"Toby Petersen","TOBY.PETERSEN","8467543","11-12","DAL","C","L",1978-10-27,32,1998,9,244,39,266.12,435,13.22,26.78,0.05,-0.01,0.11,0.11
"Toby Petersen","TOBY.PETERSEN","8467543","12-13","DAL","C","L",1978-10-27,33,1998,9,244,1,6.67,18,13.58,27.4,1.87,0.057,0.21,0.15
"Todd Bertuzzi","TODD.BERTUZZI","8459444","07-08","ANA","R","L",1975-02-02,32,1993,1,23,68,868.42,516,13.4,28.9,0.29,0.012,0.18,0.18
"Todd Bertuzzi","TODD.BERTUZZI","8459444","08-09","CGY","R","L",1975-02-02,33,1993,1,23,65,923.02,485,13.67,29.17,0.61,0.022,0.19,0.19
"Todd Bertuzzi","TODD.BERTUZZI","8459444","09-10","DET","R","L",1975-02-02,34,1993,1,23,82,1149.33,607,14.34,29.74,0.7,0.028,0.21,0.22
"Todd Bertuzzi","TODD.BERTUZZI","8459444","10-11","DET","R","L",1975-02-02,35,1993,1,23,81,1140.8,608,14.43,29.61,0.48,0.014,0.2,0.2
"Todd Bertuzzi","TODD.BERTUZZI","8459444","11-12","DET","R","L",1975-02-02,36,1993,1,23,71,973.75,605,14.92,30.14,0.77,0.032,0.21,0.22
"Todd Bertuzzi","TODD.BERTUZZI","8459444","12-13","DET","R","L",1975-02-02,37,1993,1,23,7,84.6,109,14.65,29.54,0.51,0.025,0.22,0.23
"Todd Bertuzzi","TODD.BERTUZZI","8459444","13-14","DET","R","L",1975-02-02,38,1993,1,23,59,686.68,602,14.44,29.24,0.57,0.022,0.2,0.19
"Todd Fedoruk","TODD.FEDORUK","8466292","07-08","DAL","L","L",1979-02-13,28,1997,7,164,11,74.9,131,12.63,27.19,-0.2,-0.011,0.11,0.12
"Todd Fedoruk","TODD.FEDORUK","8466292","07-08","MIN","L","L",1979-02-13,28,1997,7,164,58,536.97,459,13.16,28.46,0.24,0.013,0.16,0.17
"Todd Fedoruk","TODD.FEDORUK","8466292","08-09","ARI","L","L",1979-02-13,29,1997,7,164,72,730.93,563,13.28,28.4,0.9,0.028,0.2,0.2
"Todd Fedoruk","TODD.FEDORUK","8466292","09-10","T.B","L","L",1979-02-13,30,1997,7,164,50,367.32,518,13.28,27.59,0.22,0.006,0.16,0.16
"Todd Marchant","TODD.MARCHANT","8459587","07-08","ANA","C","L",1973-08-12,34,1993,7,164,75,813.72,519,13.26,28.57,0.32,0.014,0.18,0.18
"Todd Marchant","TODD.MARCHANT","8459587","08-09","ANA","C","L",1973-08-12,35,1993,7,164,72,737.23,534,13.47,28.74,0.72,0.024,0.19,0.19
"Todd Marchant","TODD.MARCHANT","8459587","09-10","ANA","C","L",1973-08-12,36,1993,7,164,78,945.82,604,13.84,28.69,0.65,0.028,0.2,0.21
"Todd Marchant","TODD.MARCHANT","8459587","10-11","ANA","C","L",1973-08-12,37,1993,7,164,79,749.08,619,13.57,27.91,0.22,0.006,0.16,0.17
"Todd White","TODD.WHITE","8466392","07-08","ATL","C","L",1975-05-21,32,1993,NA,NA,74,966.25,459,13.85,29.87,0.54,0.016,0.19,0.19
"Todd White","TODD.WHITE","8466392","08-09","ATL","C","L",1975-05-21,33,1993,NA,NA,82,1028.63,616,13.84,29.48,0.5,0.02,0.2,0.19
"Todd White","TODD.WHITE","8466392","09-10","ATL","C","L",1975-05-21,34,1993,NA,NA,65,754.38,586,13.93,28.89,0.29,0.013,0.17,0.17
"Todd White","TODD.WHITE","8466392","10-11","NYR","C","L",1975-05-21,35,1993,NA,NA,18,125.57,278,13.39,27.47,0.02,0.012,0.19,0.17
"Tom Cavanagh","TOM.CAVANAGH","8469629","07-08","S.J","C","L",1982-03-24,25,2001,6,182,1,13.9,18,12.61,26.97,-0.45,-0.014,0.16,0.16
"Tom Cavanagh","TOM.CAVANAGH","8469629","08-09","S.J","C","L",1982-03-24,26,2001,6,182,17,128.75,270,12.68,27.13,0.19,-0.006,0.16,0.14
"Tom Gilbert","TOM.GILBERT","8470104","07-08","EDM","D","R",1983-01-10,24,2002,4,129,82,1405.57,523,13.6,29.39,0.62,0.027,0.22,0.22
"Tom Gilbert","TOM.GILBERT","8470104","08-09","EDM","D","R",1983-01-10,25,2002,4,129,82,1333.55,621,13.71,29.28,0.9,0.028,0.21,0.21
"Tom Gilbert","TOM.GILBERT","8470104","09-10","EDM","D","R",1983-01-10,26,2002,4,129,82,1354.05,624,14.07,29.16,0.68,0.03,0.21,0.21
"Tom Gilbert","TOM.GILBERT","8470104","10-11","EDM","D","R",1983-01-10,27,2002,4,129,79,1410,619,14.3,29.38,0.48,0.02,0.21,0.21
"Tom Gilbert","TOM.GILBERT","8470104","11-12","EDM","D","R",1983-01-10,28,2002,4,129,47,806.67,462,14.51,29.29,0.66,0.024,0.2,0.2
"Tom Gilbert","TOM.GILBERT","8470104","11-12","MIN","D","R",1983-01-10,28,2002,4,129,20,414.4,283,14.55,29.24,0.77,0.026,0.21,0.22
"Tom Gilbert","TOM.GILBERT","8470104","12-13","MIN","D","R",1983-01-10,29,2002,4,129,43,687.77,319,14.31,28.9,0.21,0.009,0.15,0.17
"Tom Gilbert","TOM.GILBERT","8470104","13-14","FLA","D","R",1983-01-10,30,2002,4,129,73,1317.88,634,14.38,29.15,0.7,0.023,0.2,0.2
"Tom Gilbert","TOM.GILBERT","8470104","14-15","MTL","D","R",1983-01-10,31,2002,4,129,72,1188.3,630,14.28,28.64,0.41,0.014,0.17,0.19
"Tom Gilbert","TOM.GILBERT","8470104","15-16","MTL","D","R",1983-01-10,32,2002,4,129,45,666.4,516,13.96,28.23,0.03,0.001,0.15,0.15
"Tom Gilbert","TOM.GILBERT","8470104","16-17","L.A","D","R",1983-01-10,33,2002,4,129,18,229.02,292,13.99,28.05,0.45,0.021,0.19,0.19
"Tom Kostopoulos","TOM.KOSTOPOULOS","8466398","07-08","MTL","R","R",1979-01-24,28,1999,7,204,67,631.78,439,13.26,28.6,0.4,0.013,0.18,0.19
"Tom Kostopoulos","TOM.KOSTOPOULOS","8466398","08-09","MTL","R","R",1979-01-24,29,1999,7,204,78,917.32,616,13.49,28.76,0.31,0.015,0.19,0.18
"Tom Kostopoulos","TOM.KOSTOPOULOS","8466398","09-10","CAR","R","R",1979-01-24,30,1999,7,204,81,826.35,606,13.64,28.28,0.24,0.007,0.17,0.19
"Tom Kostopoulos","TOM.KOSTOPOULOS","8466398","10-11","CAR","R","R",1979-01-24,31,1999,7,204,16,149.23,238,13.34,27.64,-0.17,-0.009,0.09,0.12
"Tom Kostopoulos","TOM.KOSTOPOULOS","8466398","10-11","CGY","R","R",1979-01-24,31,1999,7,204,59,624.12,533,13.57,27.89,0.03,-0.001,0.15,0.16
"Tom Kostopoulos","TOM.KOSTOPOULOS","8466398","11-12","CGY","R","R",1979-01-24,32,1999,7,204,81,868.33,604,13.62,27.54,0.13,-0.002,0.14,0.15
"Tom Kostopoulos","TOM.KOSTOPOULOS","8466398","12-13","N.J","R","R",1979-01-24,33,1999,7,204,15,131.75,206,13.65,27.79,0.16,-0.001,0.12,0.13
"Tom Kuhnhackl","TOM.KUHNHACKL","8475832","15-16","PIT","R","L",1992-01-21,23,2010,4,110,42,465.88,422,13.98,28.19,0.37,0.009,0.16,0.18
"Tom Kuhnhackl","TOM.KUHNHACKL","8475832","16-17","PIT","R","L",1992-01-21,24,2010,4,110,57,499.28,588,13.91,27.88,0.01,-0.004,0.12,0.14
"Tom Kuhnhackl","TOM.KUHNHACKL","8475832","17-18","PIT","R","L",1992-01-21,25,2010,4,110,69,536.12,613,13.69,27.48,0.05,0.003,0.13,0.15
"Tom Kuhnhackl","TOM.KUHNHACKL","8475832","18-19","NYI","R","L",1992-01-21,26,2010,4,110,36,411.25,451,14.25,28.51,0.26,0.007,0.14,0.18
"Tom Kuhnhackl","TOM.KUHNHACKL","8475832","19-20","NYI","R","L",1992-01-21,27,2010,4,110,28,274.88,357,13.89,28.09,-0.02,-0.012,0.11,0.14
"Tom Poti","TOM.POTI","8465012","07-08","WSH","D","L",1977-03-22,30,1996,3,59,71,1187.85,457,13.57,29.23,0.1,0,0.16,0.16
"Tom Poti","TOM.POTI","8465012","08-09","WSH","D","L",1977-03-22,31,1996,3,59,52,785.53,503,13.74,29.31,0.42,0.021,0.21,0.19
"Tom Poti","TOM.POTI","8465012","09-10","WSH","D","L",1977-03-22,32,1996,3,59,70,1146.28,592,14.13,29.35,0.34,0.016,0.18,0.2
"Tom Poti","TOM.POTI","8465012","10-11","WSH","D","L",1977-03-22,33,1996,3,59,21,300.92,244,14.14,29.01,0.49,0.023,0.16,0.19
"Tom Poti","TOM.POTI","8465012","12-13","WSH","D","L",1977-03-22,35,1996,3,59,16,218.55,211,13.92,28.34,0.22,0.01,0.14,0.15
"Tom Preissing","TOM.PREISSING","8470575","07-08","L.A","D","R",1978-12-03,28,1997,NA,NA,77,1078.78,503,13.33,28.81,0.62,0.023,0.19,0.2
"Tom Preissing","TOM.PREISSING","8470575","08-09","L.A","D","R",1978-12-03,29,1997,NA,NA,22,256.33,298,13.4,28.55,0.47,0.012,0.16,0.15
"Tom Preissing","TOM.PREISSING","8470575","09-10","COL","D","R",1978-12-03,30,1997,NA,NA,4,46.4,72,13.53,28.04,-0.23,-0.003,0.15,0.14
"Tom Pyatt","TOM.PYATT","8471768","09-10","MTL","C","L",1987-02-14,22,2005,4,107,40,394.52,470,13.73,28.47,0.45,0.017,0.16,0.17
"Tom Pyatt","TOM.PYATT","8471768","10-11","MTL","C","L",1987-02-14,23,2005,4,107,61,508.68,545,13.79,28.35,0.31,0.015,0.18,0.17
"Tom Pyatt","TOM.PYATT","8471768","11-12","T.B","C","L",1987-02-14,24,2005,4,107,74,894.53,586,14.3,28.91,0.49,0.017,0.18,0.2
"Tom Pyatt","TOM.PYATT","8471768","12-13","T.B","C","L",1987-02-14,25,2005,4,107,43,493.17,337,14.06,28.55,0.33,0.004,0.11,0.14
"Tom Pyatt","TOM.PYATT","8471768","13-14","T.B","C","L",1987-02-14,26,2005,4,107,27,278.77,382,14.12,28.67,0.07,0.003,0.19,0.17
"Tom Pyatt","TOM.PYATT","8471768","16-17","OTT","C","L",1987-02-14,29,2005,4,107,82,1074.48,643,14.6,29.24,0.7,0.026,0.2,0.21
"Tom Pyatt","TOM.PYATT","8471768","17-18","OTT","C","L",1987-02-14,30,2005,4,107,81,961.15,654,14.45,29.01,0.66,0.022,0.21,0.21
"Tom Pyatt","TOM.PYATT","8471768","18-19","OTT","C","L",1987-02-14,31,2005,4,107,37,362.12,431,14.24,28.56,0.57,0.021,0.2,0.2
"Tom Sestito","TOM.SESTITO","8473542","07-08","CBJ","L","L",1987-09-28,19,2006,3,85,1,4.6,18,12.71,27.25,0.59,0.046,0.26,0.31
"Tom Sestito","TOM.SESTITO","8473542","09-10","CBJ","L","L",1987-09-28,21,2006,3,85,3,16.68,36,13.28,27.1,0.41,-0.007,0.14,0.09
"Tom Sestito","TOM.SESTITO","8473542","10-11","CBJ","L","L",1987-09-28,22,2006,3,85,9,73.07,129,13.42,27.67,-0.15,0.007,0.16,0.15
"Tom Sestito","TOM.SESTITO","8473542","11-12","PHI","L","L",1987-09-28,23,2006,3,85,14,95.8,218,13.64,27.32,-0.03,0.005,0.14,0.16
"Tom Sestito","TOM.SESTITO","8473542","12-13","PHI","L","L",1987-09-28,24,2006,3,85,7,40.3,89,13.55,27.59,-0.62,-0.002,0.15,0.17
"Tom Sestito","TOM.SESTITO","8473542","12-13","VAN","L","L",1987-09-28,24,2006,3,85,23,152.43,227,13.18,26.64,-0.55,-0.017,0.08,0.12
"Tom Sestito","TOM.SESTITO","8473542","13-14","VAN","L","L",1987-09-28,25,2006,3,85,77,488.15,637,13.47,27.32,0.28,0.007,0.18,0.16
"Tom Sestito","TOM.SESTITO","8473542","14-15","VAN","L","L",1987-09-28,26,2006,3,85,3,18.72,51,14.43,28.74,0.22,-0.034,0.03,0.07
"Tom Sestito","TOM.SESTITO","8473542","15-16","PIT","L","L",1987-09-28,27,2006,3,85,4,23.02,70,13.53,27.32,0.35,-0.002,0.17,0.19
"Tom Sestito","TOM.SESTITO","8473542","16-17","PIT","L","L",1987-09-28,28,2006,3,85,13,71.18,193,13.13,26.57,-0.02,-0.001,0.12,0.15
"Tom Wandell","TOM.WANDELL","8471807","08-09","DAL","C","L",1987-01-29,21,2005,5,146,14,145.25,202,13.27,28.31,0.27,0.006,0.17,0.18
"Tom Wandell","TOM.WANDELL","8471807","09-10","DAL","C","L",1987-01-29,22,2005,5,146,49,578.18,497,13.85,28.7,0.61,0.018,0.17,0.18
"Tom Wandell","TOM.WANDELL","8471807","10-11","DAL","C","L",1987-01-29,23,2005,5,146,75,791.17,596,13.72,28.15,0.51,0.018,0.18,0.18
"Tom Wandell","TOM.WANDELL","8471807","11-12","DAL","C","L",1987-01-29,24,2005,5,146,72,649.18,590,13.68,27.66,0.19,0.006,0.15,0.15
"Tom Wandell","TOM.WANDELL","8471807","12-13","DAL","C","L",1987-01-29,25,2005,5,146,18,143.53,198,13.65,27.43,0.33,0.011,0.14,0.13
"Tom Wilson","TOM.WILSON","8476880","13-14","WSH","R","R",1994-03-29,19,2012,1,16,82,639.58,655,13.38,27.15,0.14,0.004,0.15,0.14
"Tom Wilson","TOM.WILSON","8476880","14-15","WSH","R","R",1994-03-29,20,2012,1,16,67,723.85,589,14.12,28.29,0.09,0.002,0.14,0.16
"Tom Wilson","TOM.WILSON","8476880","15-16","WSH","R","R",1994-03-29,21,2012,1,16,82,905.07,663,13.83,27.94,0.19,0.005,0.15,0.16
"Tom Wilson","TOM.WILSON","8476880","16-17","WSH","R","R",1994-03-29,22,2012,1,16,82,869.98,638,14.11,28.25,0.3,0.013,0.15,0.18
"Tom Wilson","TOM.WILSON","8476880","17-18","WSH","R","R",1994-03-29,23,2012,1,16,78,1083.67,660,14.53,29.13,0.66,0.025,0.18,0.21
"Tom Wilson","TOM.WILSON","8476880","18-19","WSH","R","R",1994-03-29,24,2012,1,16,63,868.35,605,14.64,29.27,0.57,0.03,0.2,0.22
"Tom Wilson","TOM.WILSON","8476880","19-20","WSH","R","R",1994-03-29,25,2012,1,16,68,930.35,621,14.54,29.2,0.67,0.03,0.21,0.21
"Tom Wilson","TOM.WILSON","8476880","20-21","WSH","R","R",1994-03-29,26,2012,1,16,47,605.48,176,14.46,28.68,0.62,0.023,0.17,0.19
"Tom Wilson","TOM.WILSON","8476880","21-22","WSH","R","R",1994-03-29,27,2012,1,16,78,1090.17,695,14.5,28.92,0.55,0.023,0.2,0.2
"Tom Wilson","TOM.WILSON","8476880","22-23","WSH","R","R",1994-03-29,28,2012,1,16,33,446.55,412,14.34,28.69,0.35,0.021,0.17,0.19
"Tomas Fleischmann","TOMAS.FLEISCHMANN","8470039","07-08","WSH","C/R","L",1984-05-16,23,2002,2,63,75,816.27,490,13.48,29.05,0.09,0.006,0.16,0.16
"Tomas Fleischmann","TOMAS.FLEISCHMANN","8470039","08-09","WSH","R","L",1984-05-16,24,2002,2,63,73,812.98,619,13.54,28.88,0.25,0.008,0.19,0.17
"Tomas Fleischmann","TOMAS.FLEISCHMANN","8470039","09-10","WSH","L/R","L",1984-05-16,25,2002,2,63,69,837.48,566,13.84,28.76,0.09,0.005,0.16,0.18
"Tomas Fleischmann","TOMAS.FLEISCHMANN","8470039","10-11","COL","L","L",1984-05-16,26,2002,2,63,22,337.7,316,14.34,29.45,0.51,0.008,0.18,0.19
"Tomas Fleischmann","TOMAS.FLEISCHMANN","8470039","10-11","WSH","L","L",1984-05-16,26,2002,2,63,22,257.35,260,13.99,28.73,0.19,0.014,0.17,0.17
"Tomas Fleischmann","TOMAS.FLEISCHMANN","8470039","11-12","FLA","L","L",1984-05-16,27,2002,2,63,82,1269.35,618,14.82,29.98,0.58,0.027,0.21,0.22
"Tomas Fleischmann","TOMAS.FLEISCHMANN","8470039","12-13","FLA","L","L",1984-05-16,28,2002,2,63,48,724.57,325,14.77,30.03,0.67,0.028,0.24,0.24
"Tomas Fleischmann","TOMAS.FLEISCHMANN","8470039","13-14","FLA","L","L",1984-05-16,29,2002,2,63,80,1056.73,661,14.47,29.33,0.78,0.027,0.21,0.21
"Tomas Fleischmann","TOMAS.FLEISCHMANN","8470039","14-15","ANA","L","L",1984-05-16,30,2002,2,63,14,175.13,218,14.26,28.47,-0.41,-0.012,0.1,0.14
"Tomas Fleischmann","TOMAS.FLEISCHMANN","8470039","14-15","FLA","L","L",1984-05-16,30,2002,2,63,52,658.67,579,14.36,28.79,0.31,0.007,0.16,0.18
"Tomas Fleischmann","TOMAS.FLEISCHMANN","8470039","15-16","CHI","L","L",1984-05-16,31,2002,2,63,19,220.98,252,13.88,28.13,0.4,0.017,0.18,0.18
"Tomas Fleischmann","TOMAS.FLEISCHMANN","8470039","15-16","MTL","L","L",1984-05-16,31,2002,2,63,57,760.97,571,14.17,28.63,0.3,0.013,0.18,0.18
"Tomas Hertl","TOMAS.HERTL","8476881","13-14","S.J","C","L",1993-11-12,19,2012,1,17,37,482.98,478,14.48,29.31,0.84,0.021,0.18,0.19
"Tomas Hertl","TOMAS.HERTL","8476881","14-15","S.J","C","L",1993-11-12,20,2012,1,17,82,1057.02,646,14.34,28.72,0.32,0.012,0.16,0.18
"Tomas Hertl","TOMAS.HERTL","8476881","15-16","S.J","C","L",1993-11-12,21,2012,1,17,81,1144.88,637,14.34,29.06,0.52,0.022,0.18,0.19
"Tomas Hertl","TOMAS.HERTL","8476881","16-17","S.J","C","L",1993-11-12,22,2012,1,17,49,668.23,518,14.43,28.91,0.37,0.011,0.17,0.19
"Tomas Hertl","TOMAS.HERTL","8476881","17-18","S.J","C","L",1993-11-12,23,2012,1,17,79,1074.92,647,14.58,29.28,0.72,0.023,0.2,0.21
"Tomas Hertl","TOMAS.HERTL","8476881","18-19","S.J","C","L",1993-11-12,24,2012,1,17,77,1074.53,656,14.7,29.43,0.43,0.012,0.17,0.2
"Tomas Hertl","TOMAS.HERTL","8476881","19-20","S.J","C","L",1993-11-12,25,2012,1,17,48,664.33,543,14.51,29.15,0.7,0.023,0.18,0.2
"Tomas Hertl","TOMAS.HERTL","8476881","20-21","S.J","C","L",1993-11-12,26,2012,1,17,50,703.62,183,14.37,28.95,0.45,0.009,0.19,0.22
"Tomas Hertl","TOMAS.HERTL","8476881","21-22","S.J","C","L",1993-11-12,27,2012,1,17,82,1250.92,707,14.57,29.07,0.61,0.024,0.2,0.2
"Tomas Hertl","TOMAS.HERTL","8476881","22-23","S.J","C","L",1993-11-12,28,2012,1,17,79,1208.02,657,14.53,29.26,0.55,0.02,0.19,0.2
"Tomas Holmstrom","TOMAS.HOLMSTROM","8460743","07-08","DET","L","L",1973-01-23,34,1994,10,257,59,767.55,478,13.94,30.12,0.49,0.021,0.21,0.22
"Tomas Holmstrom","TOMAS.HOLMSTROM","8460743","08-09","DET","L","L",1973-01-23,35,1994,10,257,52,617.05,509,13.95,29.75,0.83,0.031,0.21,0.21
"Tomas Holmstrom","TOMAS.HOLMSTROM","8460743","09-10","DET","L","L",1973-01-23,36,1994,10,257,68,835.5,558,14.39,29.82,0.59,0.022,0.21,0.21
"Tomas Holmstrom","TOMAS.HOLMSTROM","8460743","10-11","DET","L","L",1973-01-23,37,1994,10,257,73,840.22,569,14.39,29.55,0.48,0.019,0.19,0.2
"Tomas Holmstrom","TOMAS.HOLMSTROM","8460743","11-12","DET","L","L",1973-01-23,38,1994,10,257,74,637.55,588,13.47,27.23,-0.16,-0.006,0.13,0.13
"Tomas Hyka","TOMAS.HYKA","8476617","17-18","VGK","R","R",1993-03-23,24,2012,6,171,10,103.62,163,14.04,28.2,-0.26,-0.007,0.11,0.14
"Tomas Hyka","TOMAS.HYKA","8476617","18-19","VGK","R","R",1993-03-23,25,2012,6,171,17,163.62,262,14.17,28.31,0.07,0.007,0.13,0.15
"Tomas Jurco","TOMAS.JURCO","8476430","13-14","DET","R","L",1992-12-28,20,2011,2,35,36,409.98,441,14.06,28.55,0.32,0.011,0.16,0.16
"Tomas Jurco","TOMAS.JURCO","8476430","14-15","DET","R","L",1992-12-28,21,2011,2,35,63,648,593,14.12,28.33,0.16,0.01,0.15,0.16
"Tomas Jurco","TOMAS.JURCO","8476430","15-16","DET","R","L",1992-12-28,22,2011,2,35,44,383.5,520,13.73,27.78,0.31,0.008,0.16,0.17
"Tomas Jurco","TOMAS.JURCO","8476430","16-17","CHI","R","L",1992-12-28,23,2011,2,35,13,144.37,193,13.78,27.71,0.04,0.007,0.14,0.17
"Tomas Jurco","TOMAS.JURCO","8476430","16-17","DET","R","L",1992-12-28,23,2011,2,35,16,154.03,254,14.05,28.31,0.48,0.024,0.2,0.21
"Tomas Jurco","TOMAS.JURCO","8476430","17-18","CHI","R","L",1992-12-28,24,2011,2,35,29,348.3,380,13.98,28.1,0.42,0.018,0.19,0.18
"Tomas Jurco","TOMAS.JURCO","8476430","19-20","EDM","R","L",1992-12-28,26,2011,2,35,12,116.48,201,13.97,28.06,-0.53,-0.021,0.08,0.11
"Tomas Jurco","TOMAS.JURCO","8476430","20-21","VGK","R","L",1992-12-28,27,2011,2,35,8,71.58,78,13.68,27.53,-0.66,-0.066,0,0.06
"Tomas Kaberle","TOMAS.KABERLE","8465200","07-08","TOR","D","L",1978-03-02,29,1996,8,204,82,1458.32,509,13.66,29.43,0.37,0.01,0.19,0.19
"Tomas Kaberle","TOMAS.KABERLE","8465200","08-09","TOR","D","L",1978-03-02,30,1996,8,204,56,965.12,557,13.54,28.9,0.39,0.016,0.19,0.17
"Tomas Kaberle","TOMAS.KABERLE","8465200","09-10","TOR","D","L",1978-03-02,31,1996,8,204,82,1424.93,619,13.87,28.75,0.27,0.009,0.16,0.17
"Tomas Kaberle","TOMAS.KABERLE","8465200","10-11","BOS","D","L",1978-03-02,32,1996,8,204,24,417.35,326,13.98,28.72,0.28,0.016,0.16,0.19
"Tomas Kaberle","TOMAS.KABERLE","8465200","10-11","TOR","D","L",1978-03-02,32,1996,8,204,58,1008.4,524,14.07,28.93,0.6,0.023,0.17,0.19
"Tomas Kaberle","TOMAS.KABERLE","8465200","11-12","CAR","D","L",1978-03-02,33,1996,8,204,29,429.37,350,13.97,28.46,0.27,0.014,0.17,0.18
"Tomas Kaberle","TOMAS.KABERLE","8465200","11-12","MTL","D","L",1978-03-02,33,1996,8,204,43,545.02,445,14.08,28.34,0.18,0.002,0.17,0.17
"Tomas Kaberle","TOMAS.KABERLE","8465200","12-13","MTL","D","L",1978-03-02,34,1996,8,204,10,109.93,164,13.84,28.04,0.04,0,0.15,0.17
"Tomas Kana","TOMAS.KANA","8473491","09-10","CBJ","C","R",1987-11-29,21,2006,2,31,6,50.93,70,13.91,28.7,1.45,0.031,0.17,0.19
"Tomas Kopecky","TOMAS.KOPECKY","8468518","07-08","DET","R","L",1982-02-05,25,2000,2,38,77,695.33,518,13.02,28.09,0.21,0.006,0.16,0.18
"Tomas Kopecky","TOMAS.KOPECKY","8468518","08-09","DET","R","L",1982-02-05,26,2000,2,38,78,748.83,608,13.01,27.79,0.41,0.012,0.18,0.18
"Tomas Kopecky","TOMAS.KOPECKY","8468518","09-10","CHI","R","L",1982-02-05,27,2000,2,38,74,632.23,579,13.17,27.24,-0.03,-0.002,0.14,0.14
"Tomas Kopecky","TOMAS.KOPECKY","8468518","10-11","CHI","R","L",1982-02-05,28,2000,2,38,81,981.58,608,13.93,28.64,0.23,0.005,0.17,0.18
"Tomas Kopecky","TOMAS.KOPECKY","8468518","11-12","FLA","R","L",1982-02-05,29,2000,2,38,80,1027.52,618,14.43,29.2,0.36,0.015,0.19,0.2
"Tomas Kopecky","TOMAS.KOPECKY","8468518","12-13","FLA","R","L",1982-02-05,30,2000,2,38,47,632.85,322,14.71,29.91,0.63,0.029,0.24,0.24
"Tomas Kopecky","TOMAS.KOPECKY","8468518","13-14","FLA","R","L",1982-02-05,31,2000,2,38,49,608.65,545,14.38,29.15,0.72,0.023,0.2,0.2
"Tomas Kopecky","TOMAS.KOPECKY","8468518","14-15","FLA","R","L",1982-02-05,32,2000,2,38,64,661.17,597,14.02,28.15,0.13,0.003,0.14,0.16
"Tomas Kubalik","TOMAS.KUBALIK","8474693","10-11","CBJ","R","R",1990-05-01,20,2008,5,135,4,49.45,72,14.39,29.33,0.8,0.028,0.23,0.22
"Tomas Kubalik","TOMAS.KUBALIK","8474693","11-12","CBJ","R","R",1990-05-01,21,2008,5,135,8,92.68,126,14.15,28.34,0.25,0.01,0.18,0.21
"Tomas Kundratek","TOMAS.KUNDRATEK","8474649","11-12","WSH","D","R",1989-12-26,21,2008,3,90,5,48.02,73,13.77,27.72,-0.24,-0.025,0.02,0.07
"Tomas Kundratek","TOMAS.KUNDRATEK","8474649","12-13","WSH","D","R",1989-12-26,22,2008,3,90,25,346.87,279,14.19,28.84,0.43,0.021,0.14,0.16
"Tomas Mojzis","TOMAS.MOJZIS","8469689","08-09","MIN","D","L",1982-05-02,26,2001,8,246,4,20.08,61,13.14,28.06,-1.07,-0.03,0.12,0.11
"Tomas Nosek","TOMAS.NOSEK","8477931","15-16","DET","L","L",1992-09-01,23,2010,NA,NA,6,51.63,106,13.55,27.45,0.03,0.004,0.13,0.15
"Tomas Nosek","TOMAS.NOSEK","8477931","16-17","DET","L","L",1992-09-01,24,2010,NA,NA,11,108.18,153,13.8,27.46,0.4,0.017,0.12,0.16
"Tomas Nosek","TOMAS.NOSEK","8477931","17-18","VGK","L","L",1992-09-01,25,2010,NA,NA,67,630.18,632,13.92,27.95,0.21,0.007,0.15,0.16
"Tomas Nosek","TOMAS.NOSEK","8477931","18-19","VGK","L","L",1992-09-01,26,2010,NA,NA,68,692.32,623,14,28.03,0.02,-0.001,0.14,0.15
"Tomas Nosek","TOMAS.NOSEK","8477931","19-20","VGK","L","L",1992-09-01,27,2010,NA,NA,67,679.25,623,13.79,27.67,0.17,0.002,0.13,0.15
"Tomas Nosek","TOMAS.NOSEK","8477931","20-21","VGK","L","L",1992-09-01,28,2010,NA,NA,38,432.38,164,13.91,28.07,-0.12,-0.009,0.14,0.17
"Tomas Nosek","TOMAS.NOSEK","8477931","21-22","BOS","L","L",1992-09-01,29,2010,NA,NA,75,840.28,676,14.18,28.27,0.13,0.003,0.16,0.17
"Tomas Nosek","TOMAS.NOSEK","8477931","22-23","BOS","L","L",1992-09-01,30,2010,NA,NA,66,640.78,675,13.8,27.84,0.17,0.008,0.13,0.15
"Tomas Plekanec","TOMAS.PLEKANEC","8469521","07-08","MTL","C","L",1982-10-31,24,2001,3,71,81,1037.73,492,13.84,29.82,0.49,0.008,0.18,0.19
