"Player","EH_ID","API ID","Season","Team","Position","Shoots","Birthday","Age","Draft_Yr","Draft_Rd","Draft_Ov","GP","TOI_EV","TOI_PP","EV_iFF","PP_iFF","EV_Sh%","PP_Sh%","All_Sh%","EV_Sh_Goals","PP_Sh_Goals","All_Sh_Goals"
"Robby Fabbri","ROBBY.FABBRI","8477952","15-16","STL","C","L",1996-01-22,19,2014,1,21,72,845,103.8,141,11,0.039,0.057,0.04,5.49,0.62,6.12
"Robby Fabbri","ROBBY.FABBRI","8477952","16-17","STL","C","L",1996-01-22,20,2014,1,21,51,667.7,115.8,104,21,0,0.069,0.011,-0.02,1.44,1.42
"Robby Fabbri","ROBBY.FABBRI","8477952","18-19","STL","C","L",1996-01-22,22,2014,1,21,32,370.7,28.7,56,4,-0.03,-0.032,-0.03,-1.7,-0.13,-1.83
"Robby Fabbri","ROBBY.FABBRI","8477952","19-20","DET/STL","C","L",1996-01-22,23,2014,1,21,61,798.3,146.3,105,25,0.01,0.141,0.035,1.04,3.53,4.57
"Robby Fabbri","ROBBY.FABBRI","8477952","20-21","DET","C","L",1996-01-22,24,2014,1,21,30,430.5,69.5,70,7,0.08,-0.047,0.068,5.6,-0.33,5.27
"Robby Fabbri","ROBBY.FABBRI","8477952","21-22","DET","C","L",1996-01-22,25,2014,1,21,56,784.9,150.5,134,31,-0.002,0.048,0.007,-0.28,1.5,1.22
"Robby Fabbri","ROBBY.FABBRI","8477952","22-23","DET","C","L",1996-01-22,26,2014,1,21,28,358.3,74.7,37,13,-0.018,0.093,0.011,-0.65,1.21,0.56
"Robert Bortuzzo","ROBERT.BORTUZZO","8474145","11-12","PIT","D","R",1989-03-18,22,2007,3,78,6,61.5,0,4,0,-0.001,0,-0.001,0,0,0
"Robert Bortuzzo","ROBERT.BORTUZZO","8474145","12-13","PIT","D","R",1989-03-18,23,2007,3,78,15,189.3,1.1,18,0,0.083,0,0.083,1.49,0,1.49
"Robert Bortuzzo","ROBERT.BORTUZZO","8474145","13-14","PIT","D","R",1989-03-18,24,2007,3,78,54,757.4,2,74,0,-0.033,0,-0.033,-2.47,0,-2.47
"Robert Bortuzzo","ROBERT.BORTUZZO","8474145","14-15","PIT/STL","D","R",1989-03-18,25,2007,3,78,51,709.8,7.8,75,4,0.017,-0.009,0.016,1.29,-0.04,1.26
"Robert Bortuzzo","ROBERT.BORTUZZO","8474145","15-16","STL","D","R",1989-03-18,26,2007,3,78,40,488.1,0.7,67,1,-0.001,0,-0.001,-0.05,0,-0.05
"Robert Bortuzzo","ROBERT.BORTUZZO","8474145","16-17","STL","D","R",1989-03-18,27,2007,3,78,38,495.7,1.5,64,1,-0.015,0.004,-0.015,-0.97,0,-0.97
"Robert Bortuzzo","ROBERT.BORTUZZO","8474145","17-18","STL","D","R",1989-03-18,28,2007,3,78,72,959.6,1.8,104,1,0.005,0.005,0.005,0.47,0,0.48
"Robert Bortuzzo","ROBERT.BORTUZZO","8474145","18-19","STL","D","R",1989-03-18,29,2007,3,78,59,765.8,2.2,94,0,-0.011,0,-0.011,-1.04,0,-1.04
"Robert Bortuzzo","ROBERT.BORTUZZO","8474145","19-20","STL","D","R",1989-03-18,30,2007,3,78,42,444.8,0.2,49,0,0.014,0,0.014,0.66,0,0.66
"Robert Bortuzzo","ROBERT.BORTUZZO","8474145","20-21","STL","D","R",1989-03-18,31,2007,3,78,40,493.8,1,41,0,-0.01,0,-0.01,-0.4,0,-0.4
"Robert Bortuzzo","ROBERT.BORTUZZO","8474145","21-22","STL","D","R",1989-03-18,32,2007,3,78,73,839.6,0.6,66,0,-0.023,0,-0.023,-1.49,0,-1.49
"Robert Bortuzzo","ROBERT.BORTUZZO","8474145","22-23","STL","D","R",1989-03-18,33,2007,3,78,43,454.8,1.1,41,0,0.018,0,0.018,0.73,0,0.73
"Robert Hagg","ROBERT.HAGG","8477462","16-17","PHI","D","L",1995-02-08,21,2013,2,41,1,19.8,0,5,0,-0.004,0,-0.004,-0.02,0,-0.02
"Robert Hagg","ROBERT.HAGG","8477462","17-18","PHI","D","L",1995-02-08,22,2013,2,41,70,1137.4,5.6,128,0,-0.006,0,-0.006,-0.77,0,-0.77
"Robert Hagg","ROBERT.HAGG","8477462","18-19","PHI","D","L",1995-02-08,23,2013,2,41,82,1224.8,3.6,130,1,-0.001,0,-0.001,-0.15,0,-0.15
"Robert Hagg","ROBERT.HAGG","8477462","19-20","PHI","D","L",1995-02-08,24,2013,2,41,49,701.7,3.3,62,1,0.003,0.072,0.004,0.19,0.07,0.26
"Robert Hagg","ROBERT.HAGG","8477462","20-21","PHI","D","L",1995-02-08,25,2013,2,41,34,469.2,1.3,50,1,0.005,0.005,0.005,0.27,0,0.28
"Robert Hagg","ROBERT.HAGG","8477462","21-22","BUF/FLA","D","L",1995-02-08,26,2013,2,41,64,887.8,2.3,92,0,-0.037,0,-0.037,-3.43,0,-3.43
"Robert Hagg","ROBERT.HAGG","8477462","22-23","DET","D","L",1995-02-08,27,2013,2,41,38,548.5,1.2,61,0,-0.002,0,-0.002,-0.1,0,-0.1
"Robert Lang","ROBERT.LANG","8456966","07-08","CHI","C","R",1970-12-19,36,1990,7,133,75,1029.6,263.6,139,61,0.012,-0.013,0.004,1.67,-0.81,0.86
"Robert Lang","ROBERT.LANG","8456966","08-09","MTL","C","R",1970-12-19,37,1990,7,133,50,571.4,163.6,87,43,0.005,0.045,0.018,0.4,1.94,2.35
"Robert Lang","ROBERT.LANG","8456966","09-10","ARI","C","R",1970-12-19,38,1990,7,133,64,762.2,187.5,93,31,-0.018,-0.013,-0.017,-1.65,-0.42,-2.06
"Robert Nilsson","ROBERT.NILSSON","8470608","07-08","EDM","C","L",1985-01-10,22,2003,1,15,71,813.6,160.6,110,21,-0.019,0.021,-0.013,-2.11,0.45,-1.67
"Robert Nilsson","ROBERT.NILSSON","8470608","08-09","EDM","C","L",1985-01-10,23,2003,1,15,64,800,156.3,90,21,-0.021,0.034,-0.011,-1.91,0.71,-1.2
"Robert Nilsson","ROBERT.NILSSON","8470608","09-10","EDM","C","L",1985-01-10,24,2003,1,15,60,728.1,138.9,106,24,0.007,-0.027,0.001,0.75,-0.66,0.09
"Robert Thomas","ROBERT.THOMAS","8480023","18-19","STL","C","R",1999-07-02,19,2017,1,20,70,804.4,87.5,84,13,-0.016,0.083,-0.002,-1.31,1.08,-0.23
"Robert Thomas","ROBERT.THOMAS","8480023","19-20","STL","C","R",1999-07-02,20,2017,1,20,66,854.5,94.4,98,13,0.018,-0.033,0.012,1.8,-0.44,1.36
"Robert Thomas","ROBERT.THOMAS","8480023","20-21","STL","C","R",1999-07-02,21,2017,1,20,33,391.8,48.3,32,6,0.011,-0.041,0.003,0.34,-0.25,0.1
"Robert Thomas","ROBERT.THOMAS","8480023","21-22","STL","C","R",1999-07-02,22,2017,1,20,72,1044.9,145.2,120,30,0.016,0.003,0.014,1.95,0.08,2.03
"Robert Thomas","ROBERT.THOMAS","8480023","22-23","STL","C","R",1999-07-02,23,2017,1,20,73,1052.5,217.3,102,33,0.023,0.047,0.029,2.35,1.54,3.89
"Robin Salo","ROBIN.SALO","8480071","21-22","NYI","D","L",1998-10-13,22,2017,2,46,21,313.8,31.4,19,10,0.021,-0.034,0.002,0.4,-0.34,0.07
"Robin Salo","ROBIN.SALO","8480071","22-23","NYI","D","L",1998-10-13,23,2017,2,46,11,115,7.5,10,0,0.117,0,0.117,1.17,0,1.17
"Robyn Regehr","ROBYN.REGEHR","8467344","07-08","CGY","D","L",1980-04-19,27,1998,1,19,82,1295.1,121.7,107,32,0.003,-0.025,-0.004,0.28,-0.8,-0.51
"Robyn Regehr","ROBYN.REGEHR","8467344","08-09","CGY","D","L",1980-04-19,28,1998,1,19,74,1238.3,32.3,105,6,-0.034,-0.019,-0.033,-3.52,-0.12,-3.64
"Robyn Regehr","ROBYN.REGEHR","8467344","09-10","CGY","D","L",1980-04-19,29,1998,1,19,81,1385.8,71.1,109,15,-0.012,-0.041,-0.015,-1.26,-0.61,-1.87
"Robyn Regehr","ROBYN.REGEHR","8467344","10-11","CGY","D","L",1980-04-19,30,1998,1,19,79,1409.3,18.6,108,4,-0.02,0.069,-0.017,-2.16,0.28,-1.88
"Robyn Regehr","ROBYN.REGEHR","8467344","11-12","BUF","D","L",1980-04-19,31,1998,1,19,76,1200.2,3.5,64,0,-0.016,0,-0.016,-1.04,0,-1.04
"Robyn Regehr","ROBYN.REGEHR","8467344","12-13","BUF/L.A","D","L",1980-04-19,32,1998,1,19,41,660.9,5.8,47,2,-0.031,-0.006,-0.03,-1.46,-0.01,-1.48
"Robyn Regehr","ROBYN.REGEHR","8467344","13-14","L.A","D","L",1980-04-19,33,1998,1,19,79,1250.9,5.8,102,1,-0.008,0.001,-0.008,-0.8,0,-0.8
"Robyn Regehr","ROBYN.REGEHR","8467344","14-15","L.A","D","L",1980-04-19,34,1998,1,19,67,1158.3,8,91,0,0.006,0,0.006,0.54,0,0.54
"Rocco Grimaldi","ROCCO.GRIMALDI","8476428","14-15","FLA","C","R",1993-02-08,21,2011,2,33,7,84.4,2.6,20,0,-0.039,0,-0.039,-0.78,0,-0.78
"Rocco Grimaldi","ROCCO.GRIMALDI","8476428","15-16","FLA","C","R",1993-02-08,22,2011,2,33,20,223.4,9.6,33,1,0.045,-0.015,0.043,1.49,-0.01,1.48
"Rocco Grimaldi","ROCCO.GRIMALDI","8476428","16-17","COL","C","R",1993-02-08,23,2011,2,33,4,43.8,0,13,0,-0.035,0,-0.035,-0.46,0,-0.46
"Rocco Grimaldi","ROCCO.GRIMALDI","8476428","17-18","COL","C","R",1993-02-08,24,2011,2,33,6,56.6,0,8,0,0.016,0,0.016,0.13,0,0.13
"Rocco Grimaldi","ROCCO.GRIMALDI","8476428","18-19","NSH","C","R",1993-02-08,25,2011,2,33,53,525,1.5,101,1,-0.022,-0.015,-0.022,-2.24,-0.01,-2.26
"Rocco Grimaldi","ROCCO.GRIMALDI","8476428","19-20","NSH","C","R",1993-02-08,26,2011,2,33,66,820.7,10.1,158,2,-0.014,-0.02,-0.014,-2.19,-0.04,-2.23
"Rocco Grimaldi","ROCCO.GRIMALDI","8476428","20-21","NSH","C","R",1993-02-08,27,2011,2,33,40,475.6,13.5,85,5,0.043,-0.034,0.038,3.62,-0.17,3.45
"Rocco Grimaldi","ROCCO.GRIMALDI","8476428","21-22","NSH","C/R","R",1993-02-08,28,2011,2,33,7,64,0.5,10,0,-0.032,0,-0.032,-0.32,0,-0.32
"Rod Brind'Amour","ROD.BRIND'AMOUR","8445735","07-08","CAR","C","L",1970-08-09,37,1988,1,9,59,888.8,234.7,121,51,0.017,-0.014,0.008,2.07,-0.74,1.33
"Rod Brind'Amour","ROD.BRIND'AMOUR","8445735","08-09","CAR","C","L",1970-08-09,38,1988,1,9,80,1121.4,237.5,127,48,0.005,-0.005,0.002,0.61,-0.26,0.35
"Rod Brind'Amour","ROD.BRIND'AMOUR","8445735","09-10","CAR","C","L",1970-08-09,39,1988,1,9,79,791.2,105.1,98,21,-0.002,-0.03,-0.007,-0.22,-0.62,-0.85
"Rod Pelley","ROD.PELLEY","8472355","07-08","N.J","C","L",1984-09-01,23,2002,NA,NA,58,415.3,11.1,70,2,-0.029,-0.02,-0.028,-2,-0.04,-2.04
"Rod Pelley","ROD.PELLEY","8472355","09-10","N.J","C","L",1984-09-01,25,2002,NA,NA,63,484.4,7.6,85,1,-0.034,-0.019,-0.034,-2.87,-0.02,-2.89
"Rod Pelley","ROD.PELLEY","8472355","10-11","N.J","C","L",1984-09-01,26,2002,NA,NA,74,756.5,10.5,114,2,-0.044,0.039,-0.043,-5.07,0.08,-4.99
"Rod Pelley","ROD.PELLEY","8472355","11-12","ANA/N.J","C","L",1984-09-01,27,2002,NA,NA,52,385.5,0.9,57,0,-0.013,0,-0.013,-0.73,0,-0.73
"Roland McKeown","ROLAND.MCKEOWN","8477981","17-18","CAR","D","R",1996-01-20,21,2014,2,50,10,133.1,0,12,0,-0.014,0,-0.014,-0.16,0,-0.16
"Roland McKeown","ROLAND.MCKEOWN","8477981","22-23","NSH","D","R",1996-01-20,26,2014,2,50,6,72.9,0,6,0,-0.005,0,-0.005,-0.03,0,-0.03
"Roman Cervenka","ROMAN.CERVENKA","8476834","12-13","CGY","C","L",1985-12-10,26,2004,NA,NA,39,443.8,63.3,70,8,0.037,0.001,0.034,2.62,0,2.62
"Roman Hamrlik","ROMAN.HAMRLIK","8458938","07-08","MTL","D","L",1974-04-12,33,1992,1,1,77,1360.8,164.3,128,35,-0.027,0.007,-0.02,-3.45,0.24,-3.21
"Roman Hamrlik","ROMAN.HAMRLIK","8458938","08-09","MTL","D","L",1974-04-12,34,1992,1,1,81,1402.1,125.2,154,24,0.014,-0.052,0.005,2.1,-1.24,0.87
"Roman Hamrlik","ROMAN.HAMRLIK","8458938","09-10","MTL","D","L",1974-04-12,35,1992,1,1,75,1388.5,171.7,104,34,0.007,0.007,0.007,0.72,0.25,0.97
"Roman Hamrlik","ROMAN.HAMRLIK","8458938","10-11","MTL","D","L",1974-04-12,36,1992,1,1,79,1389,201.8,141,40,-0.016,-0.001,-0.013,-2.24,-0.05,-2.29
"Roman Hamrlik","ROMAN.HAMRLIK","8458938","11-12","WSH","D","L",1974-04-12,37,1992,1,1,68,1154.2,28.8,71,5,-0.001,-0.012,-0.002,-0.1,-0.06,-0.16
"Roman Hamrlik","ROMAN.HAMRLIK","8458938","12-13","NYR/WSH","D","L",1974-04-12,38,1992,1,1,16,176.9,0,13,0,-0.008,0,-0.008,-0.11,0,-0.11
"Roman Horak","ROMAN.HORAK","8475264","11-12","CGY","L","L",1991-05-21,20,2009,5,126,61,581.2,27.2,59,5,-0.028,-0.031,-0.028,-1.64,-0.15,-1.8
"Roman Horak","ROMAN.HORAK","8475264","12-13","CGY","L","L",1991-05-21,21,2009,5,126,20,251.1,20.2,37,1,-0.01,-0.018,-0.01,-0.37,-0.02,-0.39
"Roman Horak","ROMAN.HORAK","8475264","13-14","CGY/EDM","L","L",1991-05-21,22,2009,5,126,3,26.1,2.1,2,0,0.05,0,0.05,0.1,0,0.1
"Roman Josi","ROMAN.JOSI","8474600","11-12","NSH","D","L",1990-06-01,21,2008,2,38,52,829.1,70,74,15,0.03,0.018,0.028,2.2,0.27,2.47
"Roman Josi","ROMAN.JOSI","8474600","12-13","NSH","D","L",1990-06-01,22,2008,2,38,48,933.4,136.2,89,28,0.004,-0.065,-0.012,0.39,-1.83,-1.44
"Roman Josi","ROMAN.JOSI","8474600","13-14","NSH","D","L",1990-06-01,23,2008,2,38,72,1452.9,216.7,165,44,0.042,-0.005,0.032,6.97,-0.24,6.73
"Roman Josi","ROMAN.JOSI","8474600","14-15","NSH","D","L",1990-06-01,24,2008,2,38,81,1642.1,247.3,193,47,0.032,0.013,0.028,6.17,0.61,6.79
"Roman Josi","ROMAN.JOSI","8474600","15-16","NSH","D","L",1990-06-01,25,2008,2,38,81,1538.9,246.9,189,66,0.001,0.024,0.007,0.18,1.6,1.78
"Roman Josi","ROMAN.JOSI","8474600","16-17","NSH","D","L",1990-06-01,26,2008,2,38,72,1382.5,214.1,204,64,-0.006,0.039,0.005,-1.15,2.47,1.33
"Roman Josi","ROMAN.JOSI","8474600","17-18","NSH","D","L",1990-06-01,27,2008,2,38,75,1348,209,214,92,0.004,0.02,0.009,0.79,1.88,2.67
"Roman Josi","ROMAN.JOSI","8474600","18-19","NSH","D","L",1990-06-01,28,2008,2,38,82,1545.9,237.6,260,67,0.008,-0.054,-0.004,2.2,-3.64,-1.44
"Roman Josi","ROMAN.JOSI","8474600","19-20","NSH","D","L",1990-06-01,29,2008,2,38,69,1365,222,249,84,0.016,-0.007,0.011,4.07,-0.57,3.51
"Roman Josi","ROMAN.JOSI","8474600","20-21","NSH","D","L",1990-06-01,30,2008,2,38,48,969.2,143.4,155,40,0.005,-0.027,-0.002,0.74,-1.07,-0.34
"Roman Josi","ROMAN.JOSI","8474600","21-22","NSH","D","L",1990-06-01,31,2008,2,38,80,1646.9,269,278,87,0.01,0.074,0.025,2.73,6.42,9.15
"Roman Josi","ROMAN.JOSI","8474600","22-23","NSH","D","L",1990-06-01,32,2008,2,38,67,1343.2,218.5,239,83,0,0.03,0.007,-0.12,2.49,2.37
"Roman Lyubimov","ROMAN.LYUBIMOV","8479648","16-17","PHI","L","R",1992-01-06,24,2010,NA,NA,47,420,2.5,65,0,-0.012,0,-0.012,-0.75,0,-0.75
"Roman Polak","ROMAN.POLAK","8471392","07-08","STL","D","R",1986-04-28,21,2004,6,180,6,67.7,0,2,0,0.001,0,0.001,0,0,0
"Roman Polak","ROMAN.POLAK","8471392","08-09","STL","D","R",1986-04-28,22,2004,6,180,69,1122.2,136.3,82,21,-0.022,-0.054,-0.028,-1.8,-1.12,-2.93
"Roman Polak","ROMAN.POLAK","8471392","09-10","STL","D","R",1986-04-28,23,2004,6,180,78,1305,9.5,104,1,0.011,0.006,0.011,1.19,0.01,1.19
"Roman Polak","ROMAN.POLAK","8471392","10-11","STL","D","R",1986-04-28,24,2004,6,180,55,961.1,5.1,73,2,0.007,-0.002,0.007,0.54,0,0.53
"Roman Polak","ROMAN.POLAK","8471392","11-12","STL","D","R",1986-04-28,25,2004,6,180,77,1250,6.2,131,1,-0.033,0.001,-0.033,-4.38,0,-4.38
"Roman Polak","ROMAN.POLAK","8471392","12-13","STL","D","R",1986-04-28,26,2004,6,180,48,783.7,1.9,68,1,-0.016,-0.004,-0.016,-1.1,0,-1.1
"Roman Polak","ROMAN.POLAK","8471392","13-14","STL","D","R",1986-04-28,27,2004,6,180,72,1075.3,1.1,120,0,0.002,0,0.002,0.26,0,0.26
"Roman Polak","ROMAN.POLAK","8471392","14-15","TOR","D","R",1986-04-28,28,2004,6,180,56,991.9,3.4,86,0,0.014,0,0.014,1.18,0,1.18
"Roman Polak","ROMAN.POLAK","8471392","15-16","S.J/TOR","D","R",1986-04-28,29,2004,6,180,79,1273.5,3,133,0,-0.027,0,-0.027,-3.59,0,-3.59
"Roman Polak","ROMAN.POLAK","8471392","16-17","TOR","D","R",1986-04-28,30,2004,6,180,75,1110.6,0.9,96,1,0.019,0.004,0.019,1.84,0,1.85
"Roman Polak","ROMAN.POLAK","8471392","17-18","TOR","D","R",1986-04-28,31,2004,6,180,54,804.7,0.5,77,0,-0.005,0,-0.005,-0.37,0,-0.37
"Roman Polak","ROMAN.POLAK","8471392","18-19","DAL","D","R",1986-04-28,32,2004,6,180,77,1242.7,2.7,113,0,-0.026,0,-0.026,-2.9,0,-2.9
"Roman Polak","ROMAN.POLAK","8471392","19-20","DAL","D","R",1986-04-28,33,2004,6,180,41,557.6,0.7,47,0,-0.036,0,-0.036,-1.7,0,-1.7
"Roman Wick","ROMAN.WICK","8471368","10-11","OTT","R","L",1985-12-30,24,2004,5,156,7,60.3,0,10,0,-0.03,0,-0.03,-0.3,0,-0.3
"Ron Hainsey","RON.HAINSEY","8468493","07-08","CBJ","D","L",1981-03-24,26,2000,1,13,78,1272,346.2,115,110,-0.038,0.005,-0.017,-4.32,0.51,-3.81
"Ron Hainsey","RON.HAINSEY","8468493","08-09","ATL","D","L",1981-03-24,27,2000,1,13,81,1240.7,298.8,118,89,-0.027,-0.006,-0.018,-3.14,-0.57,-3.72
"Ron Hainsey","RON.HAINSEY","8468493","09-10","ATL","D","L",1981-03-24,28,2000,1,13,80,1351.2,94.1,124,26,0.019,-0.044,0.008,2.33,-1.15,1.18
"Ron Hainsey","RON.HAINSEY","8468493","10-11","ATL","D","L",1981-03-24,29,2000,1,13,82,1287.8,38,118,5,-0.001,-0.01,-0.002,-0.18,-0.05,-0.23
"Ron Hainsey","RON.HAINSEY","8468493","11-12","WPG","D","L",1981-03-24,30,2000,1,13,56,989,40.7,73,14,-0.033,-0.041,-0.034,-2.4,-0.57,-2.96
"Ron Hainsey","RON.HAINSEY","8468493","12-13","WPG","D","L",1981-03-24,31,2000,1,13,47,892.9,27.7,65,6,-0.034,-0.021,-0.033,-2.2,-0.13,-2.33
"Ron Hainsey","RON.HAINSEY","8468493","13-14","CAR","D","L",1981-03-24,32,2000,1,13,82,1518,51.4,100,2,0.005,-0.002,0.005,0.51,0,0.5
"Ron Hainsey","RON.HAINSEY","8468493","14-15","CAR","D","L",1981-03-24,33,2000,1,13,81,1499.4,20.7,111,3,-0.016,-0.007,-0.016,-1.78,-0.02,-1.8
"Ron Hainsey","RON.HAINSEY","8468493","15-16","CAR","D","L",1981-03-24,34,2000,1,13,81,1529.7,16.6,174,2,-0.003,-0.002,-0.003,-0.47,0,-0.47
"Ron Hainsey","RON.HAINSEY","8468493","16-17","CAR/PIT","D","L",1981-03-24,35,2000,1,13,72,1330.2,12.6,98,1,0.009,0.004,0.009,0.84,0,0.85
"Ron Hainsey","RON.HAINSEY","8468493","17-18","TOR","D","L",1981-03-24,36,2000,1,13,80,1385.3,9.1,108,2,-0.004,0.084,-0.002,-0.4,0.17,-0.23
"Ron Hainsey","RON.HAINSEY","8468493","18-19","TOR","D","L",1981-03-24,37,2000,1,13,81,1374.3,3.7,109,1,0.004,0.001,0.004,0.39,0,0.39
"Ron Hainsey","RON.HAINSEY","8468493","19-20","OTT","D","L",1981-03-24,38,2000,1,13,64,1084,17.7,59,1,-0.015,0.005,-0.015,-0.9,0.01,-0.89
"Ronalds Kenins","RONALDS.KENINS","8477589","14-15","VAN","L","L",1991-02-28,23,2009,NA,NA,30,361.6,3.3,50,0,0.022,0,0.022,1.08,0,1.08
"Ronalds Kenins","RONALDS.KENINS","8477589","15-16","VAN","L","L",1991-02-28,24,2009,NA,NA,8,89.7,0,10,0,-0.024,0,-0.024,-0.24,0,-0.24
"Ronnie Attard","RONNIE.ATTARD","8481521","21-22","PHI","D","R",1999-03-20,22,2019,3,72,15,214.3,13.5,23,5,0.064,-0.011,0.051,1.48,-0.06,1.43
"Ronnie Attard","RONNIE.ATTARD","8481521","22-23","PHI","D","R",1999-03-20,23,2019,3,72,2,28.2,3.8,5,2,-0.003,0.001,-0.002,-0.02,0,-0.01
"Roope Hintz","ROOPE.HINTZ","8478449","18-19","DAL","L","L",1996-11-17,21,2015,2,49,58,682.7,100.9,101,22,-0.019,0.024,-0.011,-1.9,0.53,-1.36
"Roope Hintz","ROOPE.HINTZ","8478449","19-20","DAL","L","L",1996-11-17,22,2015,2,49,60,730.2,117,126,25,0.014,0.011,0.013,1.74,0.28,2.03
"Roope Hintz","ROOPE.HINTZ","8478449","20-21","DAL","L","L",1996-11-17,23,2015,2,49,41,563.5,112.7,93,38,0.018,0.044,0.025,1.66,1.66,3.32
"Roope Hintz","ROOPE.HINTZ","8478449","21-22","DAL","C/L","L",1996-11-17,24,2015,2,49,80,1100.8,200.6,231,51,0.015,0.052,0.022,3.52,2.66,6.18
"Roope Hintz","ROOPE.HINTZ","8478449","22-23","DAL","C","L",1996-11-17,25,2015,2,49,73,962.2,217.7,174,54,0.037,0.042,0.038,6.36,2.25,8.61
"Rory Fitzpatrick","RORY.FITZPATRICK","8459469","07-08","PHI","D","R",1975-01-11,32,1993,2,47,19,224,3.7,12,0,-0.014,0,-0.014,-0.17,0,-0.17
"Ross Colton","ROSS.COLTON","8479525","20-21","T.B","C","L",1996-09-11,24,2016,4,118,30,293.2,21.2,55,4,0.083,-0.032,0.076,4.58,-0.13,4.46
"Ross Colton","ROSS.COLTON","8479525","21-22","T.B","C","L",1996-09-11,25,2016,4,118,79,882.1,111.3,184,25,0.03,-0.082,0.016,5.43,-2.05,3.38
"Ross Colton","ROSS.COLTON","8479525","22-23","T.B","C","L",1996-09-11,26,2016,4,118,81,893.2,101.5,180,31,-0.012,0.025,-0.007,-2.22,0.78,-1.43
"Ross Johnston","ROSS.JOHNSTON","8477527","15-16","NYI","L","L",1994-02-18,21,2012,NA,NA,1,14.5,1.4,0,0,0,0,0,0,0,0
"Ross Johnston","ROSS.JOHNSTON","8477527","17-18","NYI","L","L",1994-02-18,23,2012,NA,NA,24,221.8,0,25,0,0.035,0,0.035,0.87,0,0.87
"Ross Johnston","ROSS.JOHNSTON","8477527","18-19","NYI","L","L",1994-02-18,24,2012,NA,NA,17,133.5,0,14,0,-0.024,0,-0.024,-0.33,0,-0.33
"Ross Johnston","ROSS.JOHNSTON","8477527","19-20","NYI","L","L",1994-02-18,25,2012,NA,NA,32,254,0,22,0,-0.004,0,-0.004,-0.1,0,-0.1
"Ross Johnston","ROSS.JOHNSTON","8477527","20-21","NYI","L","L",1994-02-18,26,2012,NA,NA,12,104.6,0,6,0,-0.023,0,-0.023,-0.14,0,-0.14
"Ross Johnston","ROSS.JOHNSTON","8477527","21-22","NYI","L","L",1994-02-18,27,2012,NA,NA,32,326.7,1.1,12,0,0.024,0,0.024,0.28,0,0.28
"Ross Johnston","ROSS.JOHNSTON","8477527","22-23","NYI","L","L",1994-02-18,28,2012,NA,NA,16,124.3,0,5,0,-0.02,0,-0.02,-0.1,0,-0.1
"Rostislav Klesla","ROSTISLAV.KLESLA","8468484","07-08","CBJ","D","L",1982-03-21,25,2000,1,4,82,1431.7,169.6,124,36,-0.008,-0.007,-0.008,-1.02,-0.24,-1.26
"Rostislav Klesla","ROSTISLAV.KLESLA","8468484","08-09","CBJ","D","L",1982-03-21,26,2000,1,4,34,550.2,46.5,23,13,0.024,-0.048,-0.002,0.56,-0.62,-0.07
"Rostislav Klesla","ROSTISLAV.KLESLA","8468484","09-10","CBJ","D","L",1982-03-21,27,2000,1,4,26,403.7,21.2,28,2,0.064,0.003,0.06,1.78,0.01,1.79
"Rostislav Klesla","ROSTISLAV.KLESLA","8468484","10-11","ARI/CBJ","D","L",1982-03-21,28,2000,1,4,61,956.7,3.8,95,0,0.008,0,0.008,0.73,0,0.73
"Rostislav Klesla","ROSTISLAV.KLESLA","8468484","11-12","ARI","D","L",1982-03-21,29,2000,1,4,65,1062.9,3.7,119,0,-0.005,0,-0.005,-0.57,0,-0.57
"Rostislav Klesla","ROSTISLAV.KLESLA","8468484","12-13","ARI","D","L",1982-03-21,30,2000,1,4,38,574.9,1.1,63,0,-0.002,0,-0.002,-0.11,0,-0.11
"Rostislav Klesla","ROSTISLAV.KLESLA","8468484","13-14","ARI","D","L",1982-03-21,31,2000,1,4,25,332.1,1.1,27,0,0.014,0,0.014,0.38,0,0.38
"Rostislav Olesz","ROSTISLAV.OLESZ","8471220","07-08","FLA","C","L",1985-10-10,21,2004,1,7,56,674.2,145.7,131,20,0.006,0.077,0.016,0.81,1.55,2.36
"Rostislav Olesz","ROSTISLAV.OLESZ","8471220","08-09","FLA","C/L","L",1985-10-10,22,2004,1,7,37,389.3,67.3,69,11,-0.016,-0.07,-0.023,-1.08,-0.77,-1.85
"Rostislav Olesz","ROSTISLAV.OLESZ","8471220","09-10","FLA","L","L",1985-10-10,23,2004,1,7,78,950.2,139,198,27,-0.012,-0.022,-0.013,-2.44,-0.59,-3.04
"Rostislav Olesz","ROSTISLAV.OLESZ","8471220","10-11","FLA","L","L",1985-10-10,24,2004,1,7,44,511.5,49.8,82,7,-0.001,0.006,-0.001,-0.12,0.04,-0.08
"Rostislav Olesz","ROSTISLAV.OLESZ","8471220","11-12","CHI","L","L",1985-10-10,25,2004,1,7,6,54.6,0,6,0,-0.017,0,-0.017,-0.1,0,-0.1
"Rostislav Olesz","ROSTISLAV.OLESZ","8471220","13-14","N.J","L","L",1985-10-10,27,2004,1,7,10,101.9,4.8,10,1,-0.03,-0.013,-0.028,-0.3,-0.01,-0.31
"Rourke Chartier","ROURKE.CHARTIER","8478078","18-19","S.J","C","L",1996-04-03,22,2014,5,149,13,116.5,0.4,27,0,-0.024,0,-0.024,-0.65,0,-0.65
