"Player","EH_ID","API ID","Season","Team","Position","Shoots","Birthday","Age","Draft Yr","Draft Rd","Draft Ov","GP","TOI_All","xEVO_GAR","xEVD_GAR","xPPO_GAR","xSHD_GAR","Take_GAR","Draw_GAR","xOff_GAR","xDef_GAR","Pens_GAR","xGAR","xWAR","xSPAR"
"Samuel Bolduc","SAMUEL.BOLDUC","8481541","22-23","NYI","D","L",2000-12-09,21,2019,2,57,17,244.8,2.6,-1.3,-0.2,0,0.4,-0.3,2.4,-1.3,0.1,1.2,0.2,0.4
"Samuel Fagemo","SAMUEL.FAGEMO","8481239","21-22","L.A","L","R",2000-03-14,21,2019,2,50,4,54.9,0.1,-0.1,0,0,0.1,-0.1,0,0,0,0,0,0
"Samuel Fagemo","SAMUEL.FAGEMO","8481239","22-23","L.A","L","R",2000-03-14,22,2019,2,50,9,70.7,0,-1.1,0,0,0.2,0,0,-1.1,0.2,-0.9,-0.2,-0.3
"Samuel Girard","SAMUEL.GIRARD","8479398","17-18","COL","D","L",1998-05-12,19,2016,2,47,68,1203.8,-1.2,1.2,1,0,2.1,1.3,-0.2,1.3,3.3,4.4,0.9,1.7
"Samuel Girard","SAMUEL.GIRARD","8479398","17-18","NSH","D","L",1998-05-12,19,2016,2,47,5,84.6,0.3,-0.2,0,0,0.2,0.1,0.4,-0.2,0.3,0.4,0.1,0.2
"Samuel Girard","SAMUEL.GIRARD","8479398","18-19","COL","D","L",1998-05-12,20,2016,2,47,82,1631.2,-0.8,1.1,-0.2,0.2,2.9,2,-1.1,1.4,4.9,5.2,1,1.8
"Samuel Girard","SAMUEL.GIRARD","8479398","19-20","COL","D","L",1998-05-12,21,2016,2,47,70,1489.7,0.5,3.1,0.1,0.1,2.2,1.8,0.6,3.2,4,7.9,1.4,2.7
"Samuel Girard","SAMUEL.GIRARD","8479398","20-21","COL","D","L",1998-05-12,22,2016,2,47,48,1114.1,5.1,2.3,-0.5,1.3,1,1.4,4.6,3.5,2.3,10.5,1.9,3.5
"Samuel Girard","SAMUEL.GIRARD","8479398","21-22","COL","D","L",1998-05-12,23,2016,2,47,67,1450.2,1.4,-2.9,-1.1,0.1,1.2,0.5,0.4,-2.8,1.7,-0.7,-0.1,-0.2
"Samuel Girard","SAMUEL.GIRARD","8479398","22-23","COL","D","L",1998-05-12,24,2016,2,47,76,1633.6,2.5,-0.2,-0.3,1.6,2.3,0.5,2.2,1.5,2.7,6.4,1.1,2.1
"Samuel Morin","SAMUEL.MORIN","8477502","18-19","PHI","D","L",1995-07-12,23,2013,1,11,5,61.9,-0.1,0.1,0,0,-0.1,-0.1,-0.1,0.2,-0.1,-0.1,0,0
"Samuel Morin","SAMUEL.MORIN","8477502","20-21","PHI","D/L","L",1995-07-12,25,2013,1,11,20,203.8,-1.1,0,0,0.3,-0.9,-0.4,-1.1,0.3,-1.3,-2.1,-0.4,-0.7
"Samuel Pahlsson","SAMUEL.PAHLSSON","8465192","07-08","ANA","C","L",1977-12-17,29,1996,7,176,56,1051.4,-2.5,-0.2,0.1,-0.4,-0.5,0.7,-2.4,-0.6,0.2,-2.8,-0.5,-1
"Samuel Pahlsson","SAMUEL.PAHLSSON","8465192","08-09","ANA","C","L",1977-12-17,30,1996,7,176,52,962.5,-0.8,-0.7,1,-5.7,0,-0.7,0.2,-6.5,-0.7,-6.9,-1.3,-2.4
"Samuel Pahlsson","SAMUEL.PAHLSSON","8465192","08-09","CHI","C","L",1977-12-17,30,1996,7,176,13,226.3,0.1,0.3,0,-0.1,0.5,-0.7,0,0.3,-0.2,0.1,0,0
"Samuel Pahlsson","SAMUEL.PAHLSSON","8465192","09-10","CBJ","C","L",1977-12-17,31,1996,7,176,78,1271.5,-4.4,3.8,0,0.1,0,-1.2,-4.4,3.9,-1.2,-1.7,-0.3,-0.6
"Samuel Pahlsson","SAMUEL.PAHLSSON","8465192","10-11","CBJ","C","L",1977-12-17,32,1996,7,176,82,1257.1,-0.1,4.4,0,-1.4,0.7,-1.6,-0.1,3,-0.8,2.1,0.4,0.7
"Samuel Pahlsson","SAMUEL.PAHLSSON","8465192","11-12","CBJ","C","L",1977-12-17,33,1996,7,176,61,917,-4.1,1.8,0,1,1,-0.9,-4.2,2.8,0.1,-1.3,-0.2,-0.4
"Samuel Pahlsson","SAMUEL.PAHLSSON","8465192","11-12","VAN","C","L",1977-12-17,33,1996,7,176,19,264.9,-0.6,0.4,0,-0.6,-0.2,-0.4,-0.6,-0.2,-0.6,-1.3,-0.2,-0.4
"Samuel Walker","SAMUEL.WALKER","8480267","22-23","MIN","C","R",1999-06-07,23,2017,7,200,9,95.4,-0.2,0.8,0,0,0.2,0.7,-0.2,0.8,0.9,1.5,0.3,0.5
"Sandis Ozolinsh","SANDIS.OZOLINSH","8458544","07-08","S.J","D","L",1972-08-03,35,1991,2,30,39,660.1,0.5,-1.6,2.6,-0.1,0.3,-0.5,3.1,-1.7,-0.2,1.2,0.2,0.4
"Santeri Hatakka","SANTERI.HATAKKA","8481701","21-22","S.J","D","L",2001-01-15,20,2019,6,184,9,113.7,0.4,-1.1,0,0,0.2,-0.1,0.4,-1.1,0.1,-0.5,-0.1,-0.2
"Scott Gomez","SCOTT.GOMEZ","8467351","07-08","NYR","C","L",1979-12-23,27,1998,1,27,81,1611.3,4.7,-2.2,2.8,-0.7,1.5,0.2,7.5,-2.8,1.7,6.4,1.2,2.2
"Scott Gomez","SCOTT.GOMEZ","8467351","08-09","NYR","C","L",1979-12-23,28,1998,1,27,77,1621.4,4.1,-2.9,-1.7,-0.1,0.1,0.2,2.4,-3,0.3,-0.3,-0.1,-0.1
"Scott Gomez","SCOTT.GOMEZ","8467351","09-10","MTL","C","L",1979-12-23,29,1998,1,27,78,1554.9,1.1,-1.8,2.5,0.7,1.6,-0.5,3.5,-1.1,1.2,3.6,0.7,1.3
"Scott Gomez","SCOTT.GOMEZ","8467351","10-11","MTL","C","L",1979-12-23,30,1998,1,27,80,1485.1,2.2,-4.8,0.2,0.8,1.4,-0.8,2.5,-4.1,0.6,-1,-0.2,-0.4
"Scott Gomez","SCOTT.GOMEZ","8467351","11-12","MTL","C","L",1979-12-23,31,1998,1,27,38,537.1,-1.3,2,-0.1,0,0.5,-0.3,-1.4,2,0.2,0.8,0.1,0.3
"Scott Gomez","SCOTT.GOMEZ","8467351","12-13","S.J","C","L",1979-12-23,32,1998,1,27,39,527.8,-0.2,-0.3,-1.1,0,0.2,-0.6,-1.3,-0.3,-0.4,-1.9,-0.4,-0.7
"Scott Gomez","SCOTT.GOMEZ","8467351","13-14","FLA","C","L",1979-12-23,33,1998,1,27,46,604.1,-1.1,-1.4,-0.3,0,-0.8,-0.1,-1.4,-1.4,-0.9,-3.7,-0.7,-1.3
"Scott Gomez","SCOTT.GOMEZ","8467351","14-15","N.J","C","L",1979-12-23,34,1998,1,27,58,957.8,5.3,-2.1,-0.2,0,1,0.1,5.1,-2.1,1.1,4.2,0.8,1.5
"Scott Gomez","SCOTT.GOMEZ","8467351","15-16","OTT","C","L",1979-12-23,35,1998,1,27,13,149.1,-0.2,-2.3,-0.1,0,0.1,-0.3,-0.3,-2.3,-0.2,-2.8,-0.5,-1
"Scott Gomez","SCOTT.GOMEZ","8467351","15-16","STL","C","L",1979-12-23,35,1998,1,27,21,236.4,1.5,-2.6,-0.3,0,0.4,-0.1,1.2,-2.6,0.2,-1.1,-0.2,-0.4
"Scott Hannan","SCOTT.HANNAN","8466158","07-08","COL","D","L",1979-01-23,28,1997,1,23,82,1859.6,-0.8,-2.7,-0.4,0.3,0.9,-0.6,-1.3,-2.4,0.3,-3.3,-0.6,-1.1
"Scott Hannan","SCOTT.HANNAN","8466158","08-09","COL","D","L",1979-01-23,29,1997,1,23,81,1812.3,-7.4,-1.5,0.3,0.8,3.3,0.3,-7.1,-0.7,3.6,-4.1,-0.8,-1.4
"Scott Hannan","SCOTT.HANNAN","8466158","09-10","COL","D","L",1979-01-23,30,1997,1,23,81,1776.5,-0.5,0.2,-0.2,0.1,1.1,0.7,-0.7,0.2,1.8,1.3,0.2,0.5
"Scott Hannan","SCOTT.HANNAN","8466158","10-11","COL","D","L",1979-01-23,31,1997,1,23,23,428.5,0.8,0.9,0,0.9,0.8,-0.5,0.8,1.8,0.3,2.9,0.5,1
"Scott Hannan","SCOTT.HANNAN","8466158","10-11","WSH","D","L",1979-01-23,31,1997,1,23,55,1114.8,2.9,4.5,0.1,0.5,0.6,-0.6,3,5,-0.1,7.9,1.4,2.7
"Scott Hannan","SCOTT.HANNAN","8466158","11-12","CGY","D","L",1979-01-23,32,1997,1,23,78,1587.7,-0.9,-2.4,0,-1,1,-0.9,-0.9,-3.4,0.2,-4.2,-0.7,-1.3
"Scott Hannan","SCOTT.HANNAN","8466158","12-13","NSH","D","L",1979-01-23,33,1997,1,23,29,564.3,-2.3,1.1,0,0.1,0.5,-0.2,-2.3,1.2,0.3,-0.8,-0.2,-0.3
"Scott Hannan","SCOTT.HANNAN","8466158","12-13","S.J","D","L",1979-01-23,33,1997,1,23,4,73.1,0.3,-0.9,0,0,0,-0.1,0.3,-0.9,-0.1,-0.7,-0.1,-0.2
"Scott Hannan","SCOTT.HANNAN","8466158","13-14","S.J","D","L",1979-01-23,34,1997,1,23,56,995.2,1.6,-2,-0.1,0.3,-0.1,-0.6,1.5,-1.7,-0.7,-0.8,-0.2,-0.3
"Scott Hannan","SCOTT.HANNAN","8466158","14-15","S.J","D","L",1979-01-23,35,1997,1,23,58,946.1,0.4,-2.1,0,-0.4,-0.3,-0.6,0.4,-2.6,-0.9,-3.1,-0.6,-1.1
"Scott Harrington","SCOTT.HARRINGTON","8476449","14-15","PIT","D","L",1993-03-10,21,2011,2,54,10,158,-0.3,-0.6,0,0.3,0,0,-0.3,-0.3,0,-0.6,-0.1,-0.2
"Scott Harrington","SCOTT.HARRINGTON","8476449","15-16","TOR","D","L",1993-03-10,22,2011,2,54,15,196.4,-0.1,0.3,0,0.2,0.1,-0.2,-0.1,0.6,-0.1,0.3,0.1,0.1
"Scott Harrington","SCOTT.HARRINGTON","8476449","16-17","CBJ","D","L",1993-03-10,23,2011,2,54,22,286.1,0.1,0.9,0,0,-0.1,-0.1,0.1,0.9,-0.1,0.8,0.2,0.3
"Scott Harrington","SCOTT.HARRINGTON","8476449","17-18","CBJ","D","L",1993-03-10,24,2011,2,54,32,425.6,-2.2,-0.8,0,0.5,0.1,-0.4,-2.2,-0.3,-0.3,-2.7,-0.5,-1
"Scott Harrington","SCOTT.HARRINGTON","8476449","18-19","CBJ","D","L",1993-03-10,25,2011,2,54,73,952.5,0,-3.4,0,1.2,0.6,0.1,0.1,-2.2,0.6,-1.5,-0.3,-0.5
"Scott Harrington","SCOTT.HARRINGTON","8476449","19-20","CBJ","D","L",1993-03-10,26,2011,2,54,39,543.9,-0.1,-1.4,0,0,-0.4,-0.5,-0.1,-1.5,-0.9,-2.4,-0.4,-0.8
"Scott Harrington","SCOTT.HARRINGTON","8476449","20-21","CBJ","D","L",1993-03-10,27,2011,2,54,12,196.1,-0.8,0.4,0,-0.2,-0.2,0,-0.8,0.2,-0.1,-0.7,-0.1,-0.2
"Scott Harrington","SCOTT.HARRINGTON","8476449","21-22","CBJ","D","L",1993-03-10,28,2011,2,54,7,101.3,-1.5,0,0,-0.2,-0.4,0.1,-1.5,-0.1,-0.3,-2,-0.4,-0.7
"Scott Harrington","SCOTT.HARRINGTON","8476449","22-23","ANA","D","L",1993-03-10,29,2011,2,54,17,311.5,0.4,0.8,0,0.1,0.5,-0.3,0.4,0.8,0.2,1.4,0.2,0.4
"Scott Harrington","SCOTT.HARRINGTON","8476449","22-23","S.J","D","L",1993-03-10,29,2011,2,54,28,428.2,0.8,-0.8,0,1,0.2,-0.5,0.8,0.2,-0.2,0.8,0.1,0.3
"Scott Hartnell","SCOTT.HARTNELL","8468486","07-08","PHI","L","L",1982-04-18,25,2000,1,6,80,1294,-3.1,-1.7,4.9,0.7,-2.4,2.1,1.8,-0.9,-0.3,0.6,0.1,0.2
"Scott Hartnell","SCOTT.HARTNELL","8468486","08-09","PHI","L","L",1982-04-18,26,2000,1,6,82,1460.2,15.7,-4.2,1.7,-1.5,-2.3,-0.2,17.5,-5.7,-2.4,9.4,1.7,3.3
"Scott Hartnell","SCOTT.HARTNELL","8468486","09-10","PHI","L","L",1982-04-18,27,2000,1,6,81,1273.4,-0.3,-4.9,4.8,0.1,-2.1,0.8,4.6,-4.8,-1.4,-1.6,-0.3,-0.5
"Scott Hartnell","SCOTT.HARTNELL","8468486","10-11","PHI","L","L",1982-04-18,28,2000,1,6,82,1360.7,6.9,-2.9,1.6,0.1,-1.2,-1,8.6,-2.8,-2.3,3.5,0.6,1.2
"Scott Hartnell","SCOTT.HARTNELL","8468486","11-12","PHI","L","L",1982-04-18,29,2000,1,6,82,1457.2,13.8,-3.5,7.9,0,-1.9,0.5,21.7,-3.5,-1.4,16.8,2.9,5.4
"Scott Hartnell","SCOTT.HARTNELL","8468486","12-13","PHI","L","L",1982-04-18,30,2000,1,6,32,507.1,0.1,1.7,1.1,0,-1.2,0.4,1.1,1.7,-0.8,2,0.4,0.7
"Scott Hartnell","SCOTT.HARTNELL","8468486","13-14","PHI","L","L",1982-04-18,31,2000,1,6,78,1316.6,3,-0.3,4.7,0.1,-2.1,2,7.7,-0.2,-0.1,7.4,1.4,2.6
"Scott Hartnell","SCOTT.HARTNELL","8468486","14-15","CBJ","L","L",1982-04-18,32,2000,1,6,77,1331.9,9.9,-0.2,2.7,0.1,-1.2,-0.9,12.5,-0.2,-2.1,10.3,2,3.7
"Scott Hartnell","SCOTT.HARTNELL","8468486","15-16","CBJ","L","L",1982-04-18,33,2000,1,6,79,1231,3.5,-3.3,4.9,0,-2.8,-0.5,8.3,-3.3,-3.3,1.7,0.3,0.6
"Scott Hartnell","SCOTT.HARTNELL","8468486","16-17","CBJ","L","L",1982-04-18,34,2000,1,6,78,940.8,6.5,-0.2,-0.5,0,0.6,-0.7,6,-0.2,-0.1,5.7,1.1,2.1
"Scott Hartnell","SCOTT.HARTNELL","8468486","17-18","NSH","L","L",1982-04-18,35,2000,1,6,62,745.1,7.2,1.6,-0.9,0,-0.3,-0.7,6.3,1.6,-1,6.9,1.4,2.6
"Scott Kosmachuk","SCOTT.KOSMACHUK","8476910","15-16","WPG","R","R",1994-01-24,21,2012,3,70,8,92.3,-0.5,-0.1,0,0,0,-0.2,-0.5,-0.1,-0.2,-0.8,-0.2,-0.3
"Scott Laughton","SCOTT.LAUGHTON","8476872","12-13","PHI","L","L",1994-05-30,18,2012,1,20,5,57.6,-0.5,0.2,0,0,0.1,0,-0.5,0.2,0.2,-0.2,0,-0.1
"Scott Laughton","SCOTT.LAUGHTON","8476872","14-15","PHI","L","L",1994-05-30,20,2012,1,20,31,394.3,-1.9,-0.2,0.1,0.6,-0.2,-0.1,-1.9,0.3,-0.3,-1.8,-0.4,-0.7
"Scott Laughton","SCOTT.LAUGHTON","8476872","15-16","PHI","L","L",1994-05-30,21,2012,1,20,71,740.8,2.3,-2.6,0,-0.3,-0.5,-0.6,2.3,-2.9,-1,-1.7,-0.3,-0.6
"Scott Laughton","SCOTT.LAUGHTON","8476872","17-18","PHI","L","L",1994-05-30,23,2012,1,20,81,900.7,1.6,2.6,0,0.8,0.1,1.5,1.6,3.4,1.6,6.6,1.3,2.4
"Scott Laughton","SCOTT.LAUGHTON","8476872","18-19","PHI","L","L",1994-05-30,24,2012,1,20,82,1217.8,3.5,-2,-0.1,-1,-0.5,0.5,3.4,-3,-0.1,0.4,0.1,0.1
"Scott Laughton","SCOTT.LAUGHTON","8476872","19-20","PHI","L","L",1994-05-30,25,2012,1,20,49,715.8,6.8,0.1,0,0.6,-0.6,-0.5,6.8,0.7,-1,6.4,1.1,2.2
"Scott Laughton","SCOTT.LAUGHTON","8476872","20-21","PHI","L","L",1994-05-30,26,2012,1,20,53,817.3,3.2,2.1,0,-0.4,-0.1,-0.3,3.2,1.7,-0.4,4.5,0.8,1.5
"Scott Laughton","SCOTT.LAUGHTON","8476872","21-22","PHI","C/L","L",1994-05-30,27,2012,1,20,67,1100.2,2.9,-2.3,0.1,-1.3,0.2,1.7,3,-3.6,1.9,1.4,0.2,0.5
"Scott Laughton","SCOTT.LAUGHTON","8476872","22-23","PHI","C","L",1994-05-30,28,2012,1,20,78,1426.6,3.9,-0.5,2,-2.7,-0.1,-0.9,5.8,-3.2,-1.1,1.5,0.3,0.5
"Scott Mayfield","SCOTT.MAYFIELD","8476429","13-14","NYI","D","R",1992-10-14,20,2011,2,34,5,86.8,0.3,-0.1,0,0.2,0.2,-0.1,0.3,0,0.1,0.4,0.1,0.1
"Scott Mayfield","SCOTT.MAYFIELD","8476429","15-16","NYI","D","R",1992-10-14,22,2011,2,34,6,102.7,0.4,-0.1,0,-0.1,-0.2,-0.1,0.4,-0.2,-0.3,-0.1,0,0
"Scott Mayfield","SCOTT.MAYFIELD","8476429","16-17","NYI","D","R",1992-10-14,23,2011,2,34,25,353.5,3,0.9,0,0,0,0.2,3,0.9,0.2,4.1,0.8,1.5
"Scott Mayfield","SCOTT.MAYFIELD","8476429","17-18","NYI","D","R",1992-10-14,24,2011,2,34,47,838.7,0.2,0.3,0,-0.6,-1.7,1,0.3,-0.3,-0.7,-0.8,-0.2,-0.3
"Scott Mayfield","SCOTT.MAYFIELD","8476429","18-19","NYI","D","R",1992-10-14,25,2011,2,34,79,1480,-2.6,5.3,0,-2.7,0.2,0.9,-2.6,2.7,1.2,1.2,0.2,0.4
"Scott Mayfield","SCOTT.MAYFIELD","8476429","19-20","NYI","D","R",1992-10-14,26,2011,2,34,67,1336.1,-0.8,0.6,0,-0.6,0.3,-0.2,-0.9,-0.1,0.1,-0.8,-0.1,-0.3
"Scott Mayfield","SCOTT.MAYFIELD","8476429","20-21","NYI","D","R",1992-10-14,27,2011,2,34,56,1090.5,-0.7,3.6,0,0.3,-0.3,-0.7,-0.7,3.9,-1,2.2,0.4,0.8
"Scott Mayfield","SCOTT.MAYFIELD","8476429","21-22","NYI","D","R",1992-10-14,28,2011,2,34,61,1205.8,-0.3,3.4,0,1.1,-0.7,-0.4,-0.2,4.6,-1.1,3.2,0.6,1.1
"Scott Mayfield","SCOTT.MAYFIELD","8476429","22-23","NYI","D","R",1992-10-14,29,2011,2,34,82,1721.2,1.9,4.6,0,-4.2,0,-0.1,1.9,0.5,0,2.4,0.4,0.8
"Scott Nichol","SCOTT.NICHOL","8459687","07-08","NSH","C","R",1974-12-31,32,1993,11,272,73,968.4,3.4,1,-0.1,1.4,-0.4,-0.2,3.4,2.5,-0.7,5.2,0.9,1.8
"Scott Nichol","SCOTT.NICHOL","8459687","08-09","NSH","C","R",1974-12-31,33,1993,11,272,43,476.2,2.1,-0.4,0,0.7,-0.7,0.7,2.1,0.3,0,2.4,0.4,0.8
"Scott Nichol","SCOTT.NICHOL","8459687","09-10","S.J","C","R",1974-12-31,34,1993,11,272,78,1018.3,-2.5,-1.4,-0.1,-0.1,-1.1,2.2,-2.6,-1.5,1.1,-3,-0.5,-1
"Scott Nichol","SCOTT.NICHOL","8459687","10-11","S.J","C","R",1974-12-31,35,1993,11,272,56,545.6,-0.6,0.7,0,0.6,-0.7,0.5,-0.6,1.3,-0.2,0.4,0.1,0.2
"Scott Nichol","SCOTT.NICHOL","8459687","11-12","STL","C","R",1974-12-31,36,1993,11,272,80,744.8,-1.8,1.3,0,2.5,-0.8,-0.8,-1.8,3.8,-1.6,0.4,0.1,0.1
"Scott Nichol","SCOTT.NICHOL","8459687","12-13","STL","C","R",1974-12-31,37,1993,11,272,30,293.4,-0.2,0.7,0,-0.4,0,-0.3,-0.2,0.3,-0.3,-0.2,0,-0.1
"Scott Niedermayer","SCOTT.NIEDERMAYER","8458517","07-08","ANA","D","L",1973-08-31,34,1991,1,3,48,1147.6,0.9,3.4,5.9,-0.2,1.7,0.3,6.8,3.1,2,12,2.2,4.2
"Scott Niedermayer","SCOTT.NIEDERMAYER","8458517","08-09","ANA","D","L",1973-08-31,35,1991,1,3,82,2207.4,0.1,2.9,6.5,1.1,-0.1,0,6.7,3.9,-0.1,10.4,1.9,3.6
"Scott Niedermayer","SCOTT.NIEDERMAYER","8458517","09-10","ANA","D","L",1973-08-31,36,1991,1,3,80,2120.3,6.8,0.6,6.6,-1.5,1.9,-0.7,13.4,-0.9,1.2,13.6,2.5,4.8
"Scott Parker","SCOTT.PARKER","8465016","07-08","COL","R","R",1978-01-29,29,1998,1,20,25,92.4,-0.4,0,0,0,-0.7,-0.3,-0.4,0,-1,-1.5,-0.3,-0.5
"Scott Parse","SCOTT.PARSE","8471386","09-10","L.A","R","R",1984-09-05,25,2004,6,174,59,621.4,6.3,0.4,0,0,0.1,-1.1,6.3,0.4,-1,5.7,1,2
"Scott Parse","SCOTT.PARSE","8471386","10-11","L.A","R","R",1984-09-05,26,2004,6,174,5,69,1,0.4,0,0,0.2,-0.2,1,0.4,0,1.5,0.3,0.5
"Scott Parse","SCOTT.PARSE","8471386","11-12","L.A","R","R",1984-09-05,27,2004,6,174,9,101.5,-0.1,-0.6,0.1,0,-0.8,0.2,0,-0.6,-0.6,-1.2,-0.2,-0.4
"Scott Perunovich","SCOTT.PERUNOVICH","8481059","21-22","STL","D","L",1998-08-18,23,2018,2,45,19,293.7,-1.6,0.6,0.5,0,-0.1,-0.3,-1.1,0.6,-0.4,-0.9,-0.2,-0.3
"Scott Reedy","SCOTT.REEDY","8480060","21-22","S.J","C","R",1999-04-04,22,2017,4,102,35,391.5,-1,-0.2,0.9,0,-0.1,0,-0.1,-0.2,-0.1,-0.4,-0.1,-0.1
"Scott Sabourin","SCOTT.SABOURIN","8477149","19-20","OTT","R","R",1992-07-30,27,2010,NA,NA,35,245.5,-1.8,-1.2,0,0,-0.8,0.4,-1.8,-1.2,-0.4,-3.3,-0.6,-1.1
"Scott Sabourin","SCOTT.SABOURIN","8477149","21-22","OTT","R","R",1992-07-30,29,2010,NA,NA,7,53.2,0.1,-1.2,0,0,-0.4,-0.1,0.1,-1.2,-0.5,-1.6,-0.3,-0.5
"Scott Thornton","SCOTT.THORNTON","8451972","07-08","L.A","L","L",1971-01-09,36,1989,1,3,47,413.3,1.5,-0.5,0,0,-0.3,-0.3,1.4,-0.5,-0.6,0.3,0.1,0.1
"Scott Timmins","SCOTT.TIMMINS","8475304","10-11","FLA","C","L",1989-09-11,21,2009,6,164,19,205.5,0,0,0,0.5,-0.2,-0.4,0,0.5,-0.5,-0.1,0,0
"Scott Timmins","SCOTT.TIMMINS","8475304","12-13","FLA","C","L",1989-09-11,23,2009,6,164,5,52.9,-0.3,-0.4,0,-0.1,-0.2,-0.1,-0.3,-0.4,-0.4,-1.1,-0.2,-0.4
"Scott Walker","SCOTT.WALKER","8459547","07-08","CAR","R","R",1973-07-19,34,1993,5,124,58,963.8,4.3,2.2,0.4,-0.4,-0.7,1,4.8,1.8,0.4,6.9,1.3,2.4
"Scott Walker","SCOTT.WALKER","8459547","08-09","CAR","R","R",1973-07-19,35,1993,5,124,41,546.5,-0.9,1.2,0.3,0,-0.9,0.8,-0.6,1.2,-0.1,0.5,0.1,0.2
"Scott Walker","SCOTT.WALKER","8459547","09-10","CAR","R","R",1973-07-19,36,1993,5,124,32,311.6,-0.6,0.5,0.1,0,-0.5,0.4,-0.4,0.5,-0.1,0,0,0
"Scott Walker","SCOTT.WALKER","8459547","09-10","WSH","R","R",1973-07-19,36,1993,5,124,9,82.7,0.7,0.1,0,0,-0.1,0,0.6,0.1,-0.2,0.6,0.1,0.2
"Scott Wilson","SCOTT.WILSON","8476293","15-16","PIT","C","L",1992-04-24,23,2011,7,209,24,256.4,3.1,0.7,-0.3,0,0.4,0.3,2.8,0.7,0.8,4.3,0.8,1.6
"Scott Wilson","SCOTT.WILSON","8476293","16-17","PIT","C","L",1992-04-24,24,2011,7,209,78,853.7,3.9,-0.6,-0.3,0,1,2.1,3.6,-0.5,3.1,6.1,1.2,2.2
"Scott Wilson","SCOTT.WILSON","8476293","17-18","BUF","C","L",1992-04-24,25,2011,7,209,49,684.1,1.2,-2.5,0,1,0.8,-0.6,1.2,-1.5,0.2,-0.1,0,0
"Scott Wilson","SCOTT.WILSON","8476293","17-18","DET","C","L",1992-04-24,25,2011,7,209,17,126.8,-0.4,-0.4,0,0,0.3,-0.1,-0.4,-0.4,0.2,-0.7,-0.1,-0.2
"Scott Wilson","SCOTT.WILSON","8476293","18-19","BUF","C","L",1992-04-24,26,2011,7,209,15,171.8,-2.3,0.2,0,0.4,0,-0.4,-2.3,0.6,-0.3,-2.1,-0.4,-0.7
"Scott Wilson","SCOTT.WILSON","8476293","19-20","BUF","C","L",1992-04-24,27,2011,7,209,6,69.8,-0.1,0.8,0,0,-0.1,-0.1,-0.1,0.8,-0.2,0.5,0.1,0.2
"Scottie Upshall","SCOTTIE.UPSHALL","8470105","07-08","PHI","R","L",1983-10-07,23,2002,1,6,61,812.2,5.1,4.1,1.2,0.3,-1.4,1.8,6.3,4.4,0.4,11.1,2,3.9
"Scottie Upshall","SCOTTIE.UPSHALL","8470105","08-09","ARI","R","L",1983-10-07,24,2002,1,6,18,336.5,1.5,1.3,0.7,0,-0.8,0.3,2.3,1.2,-0.4,3.1,0.6,1.1
"Scottie Upshall","SCOTTIE.UPSHALL","8470105","08-09","PHI","R","L",1983-10-07,24,2002,1,6,55,726,1.3,1.4,0.8,0.1,-2.8,1.7,2.1,1.5,-1.1,2.5,0.4,0.9
"Scottie Upshall","SCOTTIE.UPSHALL","8470105","09-10","ARI","R","L",1983-10-07,25,2002,1,6,49,737.3,8.2,-1,-0.2,-0.1,-1.9,1.9,7.9,-1.1,0,6.9,1.2,2.4
"Scottie Upshall","SCOTTIE.UPSHALL","8470105","10-11","ARI","R","L",1983-10-07,26,2002,1,6,61,820.2,6.8,3,1.3,-0.1,-0.2,0.4,8,2.8,0.2,11,2,3.8
"Scottie Upshall","SCOTTIE.UPSHALL","8470105","10-11","CBJ","R","L",1983-10-07,26,2002,1,6,21,331,3.9,0.8,0.1,-0.2,0.3,-0.1,4.1,0.6,0.3,5,0.9,1.7
"Scottie Upshall","SCOTTIE.UPSHALL","8470105","11-12","FLA","R","L",1983-10-07,27,2002,1,6,26,330.8,-2.2,0.1,0.2,-0.1,-0.3,0.1,-2,0,-0.1,-2.2,-0.4,-0.7
"Scottie Upshall","SCOTTIE.UPSHALL","8470105","12-13","FLA","R","L",1983-10-07,28,2002,1,6,27,364.5,0,-1.1,0.4,0,-0.6,0.6,0.4,-1.1,0,-0.7,-0.1,-0.2
"Scottie Upshall","SCOTTIE.UPSHALL","8470105","13-14","FLA","R","L",1983-10-07,29,2002,1,6,76,1210.1,3,3.7,-1,-1.1,-2,1.7,1.9,2.7,-0.3,4.3,0.8,1.5
"Scottie Upshall","SCOTTIE.UPSHALL","8470105","14-15","FLA","R","L",1983-10-07,30,2002,1,6,63,798.9,2.1,1.9,-0.3,-2.1,-0.4,1.3,1.8,-0.2,0.9,2.5,0.5,0.9
"Scottie Upshall","SCOTTIE.UPSHALL","8470105","15-16","STL","R","L",1983-10-07,31,2002,1,6,70,766.3,-0.3,0.7,0,1,0.1,1.7,-0.3,1.8,1.8,3.3,0.6,1.2
"Scottie Upshall","SCOTTIE.UPSHALL","8470105","16-17","STL","R","L",1983-10-07,32,2002,1,6,73,801.7,0.5,-2,0,1.5,-1.3,-0.1,0.5,-0.5,-1.3,-1.4,-0.3,-0.5
"Scottie Upshall","SCOTTIE.UPSHALL","8470105","17-18","STL","R","L",1983-10-07,33,2002,1,6,63,683.7,3,0.6,0,-0.3,-1.7,0.8,3,0.3,-0.9,2.4,0.5,0.9
